Name,Type 1,Type 2
Bisharp,dark,steel
Blacephalon,fire,ghost
Blacephalon,fire,ghost
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blastoise,water,
Blaziken,fire,fighting
Blaziken,fire,fighting
Blaziken,fire,fighting
Blaziken,fire,fighting
Blaziken,fire,fighting
Blaziken,fire,fighting
Blaziken,fire,fighting
Blaziken,fire,fighting
Blaziken,fire,fighting
Blaziken,fire,fighting
Blaziken,fire,fighting
Blaziken,fire,fighting
Blaziken,fire,fighting
Blaziken,fire,fighting
Blaziken,fire,fighting
Blaziken,fire,fighting
Blissey,normal,
Blissey,normal,
Blissey,normal,
Blissey,normal,
Blissey,normal,
Blissey,normal,
Blissey,normal,
Blitzle,electric,
Blitzle,electric,
Boldore,rock,
Boldore,rock,
Boldore,rock,
Boldore,rock,
Bonsly,rock,
Bonsly,rock,
Bonsly,rock,
Bonsly,rock,
Bonsly,rock,
Bonsly,rock,
Bonsly,rock,
Bonsly,rock,
Bonsly,rock,
Bonsly,rock,
Bonsly,rock,
Bonsly,rock,
Bouffalant,normal,
Bouffalant,normal,
Bouffalant,normal,
Bounsweet,grass,
Bounsweet,grass,
Bounsweet,grass,
Braixen,fire,
Braixen,fire,
Braixen,fire,
Braixen,fire,
Braixen,fire,
Braixen,fire,
Braixen,fire,
Braviary,normal,flying
Braviary,normal,flying
Breloom,grass,fighting
Breloom,grass,fighting
Breloom,grass,fighting
Breloom,grass,fighting
Breloom,grass,fighting
Breloom,grass,fighting
Brionne,water,
Brionne,water,
Brionne,water,
Brionne,water,
Brionne,water,
Bronzong,steel,psychic
Bronzong,steel,psychic
Bronzor,steel,psychic
Bronzor,steel,psychic
Bronzor,steel,psychic
Bronzor,steel,psychic
Bruxish,water,psychic
Bruxish,water,psychic
Bruxish,water,psychic
Bruxish,water,psychic
Budew,grass,poison
Budew,grass,poison
Budew,grass,poison
Budew,grass,poison
Budew,grass,poison
Buizel,water,
Buizel,water,
Buizel,water,
Buizel,water,
Buizel,water,
Buizel,water,
Buizel,water,
Buizel,water,
Buizel,water,
Buizel,water,
Buizel,water,
Bulbasaur,grass,poison
Bulbasaur,grass,poison
Bulbasaur,grass,poison
Bulbasaur,grass,poison
Bulbasaur,grass,poison
Bulbasaur,grass,poison
Bulbasaur,grass,poison
Bulbasaur,grass,poison
Bulbasaur,grass,poison
Bulbasaur,grass,poison
Bulbasaur,grass,poison
Bulbasaur,grass,poison
Bulbasaur,grass,poison
Bulbasaur,grass,poison
Bulbasaur,grass,poison
Bulbasaur,grass,poison
Bulbasaur,grass,poison
Bulbasaur,grass,poison
Buneary,normal,
Buneary,normal,
Buneary,normal,
Buneary,normal,
Buneary,normal,
Bunnelby,normal,
Bunnelby,normal,
Bunnelby,normal,
Bunnelby,normal,
Bunnelby,normal,
Burmy,bug,
Burmy,bug,
Burmy,bug,
Burmy,bug,
Burmy,bug,
Burmy,bug,
Burmy,bug,
Butterfree,bug,flying
Butterfree,bug,flying
Butterfree,bug,flying
Butterfree,bug,flying
Butterfree,bug,flying
Butterfree,bug,flying
Butterfree,bug,flying
Butterfree,bug,flying
Butterfree,bug,flying
Butterfree,bug,flying
Butterfree,bug,flying
Butterfree,bug,flying
Butterfree,bug,flying
Butterfree,bug,flying
Buzzwole,bug,fighting
Buzzwole,bug,fighting
Buzzwole,bug,fighting
Buzzwole,bug,fighting
Cacnea,grass,
Cacnea,grass,
Cacnea,grass,
Cacnea,grass,
Cacnea,grass,
Cacturne,grass,dark
Cacturne,grass,dark
Cacturne,grass,dark
Cacturne,grass,dark
Camerupt,fire,ground
Camerupt,fire,ground
Camerupt,fire,ground
Camerupt,fire,ground
Camerupt,fire,ground
Camerupt,fire,ground
Camerupt,fire,ground
Carbink,rock,fairy
Carbink,rock,fairy
Carbink,rock,fairy
Carbink,rock,fairy
Carbink,rock,fairy
Carbink,rock,fairy
Carbink,rock,fairy
Carnivine,grass,
Carnivine,grass,
Carnivine,grass,
Carnivine,grass,
Carnivine,grass,
Carracosta,water,rock
Carracosta,water,rock
Carracosta,water,rock
Carracosta,water,rock
Carvanha,water,dark
Carvanha,water,dark
Carvanha,water,dark
Carvanha,water,dark
Carvanha,water,dark
Carvanha,water,dark
Carvanha,water,dark
Carvanha,water,dark
Cascoon,bug,
Cascoon,bug,
Cascoon,bug,
Cascoon,bug,
Cascoon,bug,
Castform,normal,
Castform,normal,
Castform,normal,
Castform,normal,
Castform,normal,
Castform,normal,
Castform,normal,
Castform,normal,
Castform,normal,
Castform,normal,
Castform,normal,
Castform,normal,
Castform,normal,
Castform,normal,
Castform,normal,
Castform,normal,
Caterpie,bug,
Caterpie,bug,
Caterpie,bug,
Caterpie,bug,
Caterpie,bug,
Caterpie,bug,
Caterpie,bug,
Caterpie,bug,
Caterpie,bug,
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celebi,psychic,grass
Celesteela,steel,flying
Celesteela,steel,flying
Celesteela,steel,flying
Celesteela,steel,flying
Chandelure,ghost,fire
Chandelure,ghost,fire
Chandelure,ghost,fire
Chandelure,ghost,fire
Chandelure,ghost,fire
Chansey,normal,
Chansey,normal,
Chansey,normal,
Chansey,normal,
Chansey,normal,
Chansey,normal,
Chansey,normal,
Chansey,normal,
Chansey,normal,
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charizard,fire,flying
Charjabug,bug,electric
Charjabug,bug,electric
Charjabug,bug,electric
Charjabug,bug,electric
Charmander,fire,
Charmander,fire,
Charmander,fire,
Charmander,fire,
Charmander,fire,
Charmander,fire,
Charmander,fire,
Charmander,fire,
Charmander,fire,
Charmander,fire,
Charmander,fire,
Charmander,fire,
Charmander,fire,
Charmander,fire,
Charmander,fire,
Charmander,fire,
Charmander,fire,
Charmeleon,fire,
Charmeleon,fire,
Charmeleon,fire,
Charmeleon,fire,
Charmeleon,fire,
Charmeleon,fire,
Charmeleon,fire,
Charmeleon,fire,
Charmeleon,fire,
Chatot,normal,flying
Chatot,normal,flying
Chatot,normal,flying
Chatot,normal,flying
Chatot,normal,flying
Chatot,normal,flying
Chatot,normal,flying
Chatot,normal,flying
Cherrim,grass,
Cherrim,grass,
Cherrim,grass,
Cherrim,grass,
Cherrim,grass,
Cherrim,grass,
Cherrim,grass,
Cherrim,grass,
Cherrim,grass,
Cherubi,grass,
Cherubi,grass,
Cherubi,grass,
Cherubi,grass,
Cherubi,grass,
Chesnaught,grass,fighting
Chesnaught,grass,fighting
Chesnaught,grass,fighting
Chesnaught,grass,fighting
Chespin,grass,
Chespin,grass,
Chespin,grass,
Chespin,grass,
Chespin,grass,
Chespin,grass,
Chespin,grass,
Chespin,grass,
Chikorita,grass,
Chikorita,grass,
Chikorita,grass,
Chikorita,grass,
Chikorita,grass,
Chikorita,grass,
Chikorita,grass,
Chikorita,grass,
Chikorita,grass,
Chikorita,grass,
Chikorita,grass,
Chikorita,grass,
Chikorita,grass,
Chikorita,grass,
Chikorita,grass,
Chimchar,fire,
Chimchar,fire,
Chimchar,fire,
Chimchar,fire,
Chimchar,fire,
Chimchar,fire,
Chimchar,fire,
Chimchar,fire,
Chimchar,fire,
Chimchar,fire,
Chimchar,fire,
Chimchar,fire,
Chimchar,fire,
Chimchar,fire,
Chimchar,fire,
Chimchar,fire,
Chimchar,fire,
Chimchar,fire,
Chimecho,psychic,
Chimecho,psychic,
Chimecho,psychic,
Chimecho,psychic,
Chimecho,psychic,
Chimecho,psychic,
Chimecho,psychic,
Chinchou,water,electric
Chinchou,water,electric
Chinchou,water,electric
Chinchou,water,electric
Chinchou,water,electric
Chinchou,water,electric
Chinchou,water,electric
Chinchou,water,electric
Chingling,psychic,
Chingling,psychic,
Cinccino,normal,
Cinccino,normal,
Cinccino,normal,
Cinccino,normal,
Clamperl,water,
Clamperl,water,
Clamperl,water,
Clauncher,water,
Clauncher,water,
Clawitzer,water,
Clawitzer,water,
Clawitzer,water,
Claydol,ground,psychic
Claydol,ground,psychic
Claydol,ground,psychic
Claydol,ground,psychic
Claydol,ground,psychic
Clefable,fairy,
Clefable,fairy,
Clefable,fairy,
Clefable,fairy,
Clefable,fairy,
Clefable,fairy,
Clefable,fairy,
Clefable,fairy,
Clefable,fairy,
Clefable,fairy,
Clefairy,fairy,
Clefairy,fairy,
Clefairy,fairy,
Clefairy,fairy,
Clefairy,fairy,
Clefairy,fairy,
Clefairy,fairy,
Clefairy,fairy,
Clefairy,fairy,
Cleffa,fairy,
Cleffa,fairy,
Cleffa,fairy,
Cleffa,fairy,
Cleffa,fairy,
Cleffa,fairy,
Cloyster,water,ice
Cloyster,water,ice
Cloyster,water,ice
Cloyster,water,ice
Cloyster,water,ice
Cloyster,water,ice
Cloyster,water,ice
Cloyster,water,ice
Cloyster,water,ice
Cobalion,steel,fighting
Cobalion,steel,fighting
Cobalion,steel,fighting
Cofagrigus,ghost,
Cofagrigus,ghost,
Combee,bug,flying
Combee,bug,flying
Combee,bug,flying
Combee,bug,flying
Combusken,fire,fighting
Combusken,fire,fighting
Combusken,fire,fighting
Combusken,fire,fighting
Combusken,fire,fighting
Combusken,fire,fighting
Combusken,fire,fighting
Combusken,fire,fighting
Combusken,fire,fighting
Comfey,fairy,
Comfey,fairy,
Comfey,fairy,
Conkeldurr,fighting,
Conkeldurr,fighting,
Corphish,water,
Corphish,water,
Corphish,water,
Corphish,water,
Corphish,water,
Corphish,water,
Corphish,water,
Corphish,water,
Corphish,water,
Corphish,water,
Corphish,water,
Corsola,water,rock
Corsola,water,rock
Corsola,water,rock
Corsola,water,rock
Corsola,water,rock
Corsola,water,rock
Corsola,water,rock
Corsola,water,rock
Corsola,water,rock
Corsola,water,rock
Cosmoem,psychic,
Cosmoem,psychic,
Cosmoem,psychic,
Cosmoem,psychic,
Cosmog,psychic,
Cosmog,psychic,
Cosmog,psychic,
Cosmog,psychic,
Cosmog,psychic,
Cottonee,grass,fairy
Cottonee,grass,fairy
Cottonee,grass,fairy
Cottonee,grass,fairy
Crabominable,fighting,ice
Crabominable,fighting,ice
Crabominable,fighting,ice
Crabominable,fighting,ice
Crabrawler,fighting,
Crabrawler,fighting,
Crabrawler,fighting,
Crabrawler,fighting,
Cradily,rock,grass
Cradily,rock,grass
Cradily,rock,grass
Cradily,rock,grass
Cradily,rock,grass
Cranidos,rock,
Cranidos,rock,
Cranidos,rock,
Cranidos,rock,
Cranidos,rock,
Cranidos,rock,
Cranidos,rock,
Cranidos,rock,
Cranidos,rock,
Crawdaunt,water,dark
Crawdaunt,water,dark
Crawdaunt,water,dark
Crawdaunt,water,dark
Cresselia,psychic,
Cresselia,psychic,
Cresselia,psychic,
Cresselia,psychic,
Cresselia,psychic,
Cresselia,psychic,
Cresselia,psychic,
Cresselia,psychic,
Cresselia,psychic,
Cresselia,psychic,
Cresselia,psychic,
Croagunk,poison,fighting
Croagunk,poison,fighting
Croagunk,poison,fighting
Croagunk,poison,fighting
Croagunk,poison,fighting
Croagunk,poison,fighting
Croagunk,poison,fighting
Croagunk,poison,fighting
Croagunk,poison,fighting
Croagunk,poison,fighting
Croagunk,poison,fighting
Croagunk,poison,fighting
Croagunk,poison,fighting
Croagunk,poison,fighting
Croagunk,poison,fighting
Croagunk,poison,fighting
Crobat,poison,flying
Crobat,poison,flying
Crobat,poison,flying
Crobat,poison,flying
Crobat,poison,flying
Crobat,poison,flying
Crobat,poison,flying
Crobat,poison,flying
Crobat,poison,flying
Crobat,poison,flying
Croconaw,water,
Croconaw,water,
Croconaw,water,
Croconaw,water,
Croconaw,water,
Croconaw,water,
Croconaw,water,
Crustle,bug,rock
Crustle,bug,rock
Crustle,bug,rock
Cryogonal,ice,
Cryogonal,ice,
Cubchoo,ice,
Cubchoo,ice,
Cubchoo,ice,
Cubone,ground,
Cubone,ground,
Cubone,ground,
Cubone,ground,
Cubone,ground,
Cubone,ground,
Cubone,ground,
Cubone,ground,
Cubone,ground,
Cubone,ground,
Cutiefly,bug,fairy
Cutiefly,bug,fairy
Cutiefly,bug,fairy
Cutiefly,bug,fairy
Cyndaquil,fire,
Cyndaquil,fire,
Cyndaquil,fire,
Cyndaquil,fire,
Cyndaquil,fire,
Cyndaquil,fire,
Cyndaquil,fire,
Cyndaquil,fire,
Cyndaquil,fire,
Cyndaquil,fire,
Darkrai,dark,
Darkrai,dark,
Darkrai,dark,
Darkrai,dark,
Darkrai,dark,
Darkrai,dark,
Darkrai,dark,
Darkrai,dark,
Darkrai,dark,
Darkrai,dark,
Darkrai,dark,
Darkrai,dark,
Darkrai,dark,
Darkrai,dark,
Darkrai,dark,
Darkrai,dark,
Darkrai,dark,
Darmanitan,fire,
Darmanitan,fire,
Darmanitan,fire,
Dartrix,grass,flying
Dartrix,grass,flying
Dartrix,grass,flying
Dartrix,grass,flying
Dartrix,grass,flying
Darumaka,fire,
Darumaka,fire,
Decidueye,grass,ghost
Decidueye,grass,ghost
Decidueye,grass,ghost
Decidueye,grass,ghost
Decidueye,grass,ghost
Decidueye,grass,ghost
Dedenne,electric,fairy
Dedenne,electric,fairy
Dedenne,electric,fairy
Dedenne,electric,fairy
Dedenne,electric,fairy
Dedenne,electric,fairy
Deerling,normal,grass
Deerling,normal,grass
Deerling,normal,grass
Deerling,normal,grass
Deerling,normal,grass
Deerling,normal,grass
Deerling,normal,grass
Deino,dark,dragon
Deino,dark,dragon
Delcatty,normal,
Delcatty,normal,
Delcatty,normal,
Delcatty,normal,
Delcatty,normal,
Delibird,ice,flying
Delibird,ice,flying
Delibird,ice,flying
Delibird,ice,flying
Delibird,ice,flying
Delibird,ice,flying
Delibird,ice,flying
Delibird,ice,flying
Delphox,fire,psychic
Delphox,fire,psychic
Delphox,fire,psychic
Delphox,fire,psychic
Delphox,fire,psychic
Delphox,fire,psychic
Delphox,fire,psychic
Delphox,fire,psychic
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Deoxys,psychic,
Dewgong,water,ice
Dewgong,water,ice
Dewgong,water,ice
Dewgong,water,ice
Dewgong,water,ice
Dewgong,water,ice
Dewgong,water,ice
Dewgong,water,ice
Dewgong,water,ice
Dewott,water,
Dewott,water,
Dewott,water,
Dewott,water,
Dewott,water,
Dewpider,water,bug
Dewpider,water,bug
Dewpider,water,bug
Dewpider,water,bug
Dhelmise,ghost,grass
Dhelmise,ghost,grass
Dhelmise,ghost,grass
Dhelmise,ghost,grass
Dialga,steel,dragon
Dialga,steel,dragon
Dialga,steel,dragon
Dialga,steel,dragon
Dialga,steel,dragon
Dialga,steel,dragon
Dialga,steel,dragon
Dialga,steel,dragon
Dialga,steel,dragon
Dialga,steel,dragon
Dialga,steel,dragon
Dialga,steel,dragon
Dialga,steel,dragon
Diancie,rock,fairy
Diancie,rock,fairy
Diancie,rock,fairy
Diancie,rock,fairy
Diancie,rock,fairy
Diancie,rock,fairy
Diancie,rock,fairy
Diancie,rock,fairy
Diancie,rock,fairy
Diancie,rock,fairy
Diggersby,normal,ground
Diggersby,normal,ground
Diglett,ground,
Diglett,ground,
Diglett,ground,
Diglett,ground,
Diglett,ground,
Diglett,ground,
Diglett,ground,
Diglett,ground,
Diglett,ground,
Diglett,ground,
Diglett,ground,
Diglett,ground,
Diglett,ground,
Diglett,ground,
Ditto,normal,
Ditto,normal,
Ditto,normal,
Ditto,normal,
Ditto,normal,
Ditto,normal,
Ditto,normal,
Ditto,normal,
Ditto,normal,
Ditto,normal,
Dodrio,normal,flying
Dodrio,normal,flying
Dodrio,normal,flying
Dodrio,normal,flying
Dodrio,normal,flying
Dodrio,normal,flying
Dodrio,normal,flying
Dodrio,normal,flying
Doduo,normal,flying
Doduo,normal,flying
Doduo,normal,flying
Doduo,normal,flying
Doduo,normal,flying
Doduo,normal,flying
Doduo,normal,flying
Doduo,normal,flying
Donphan,ground,
Donphan,ground,
Donphan,ground,
Donphan,ground,
Donphan,ground,
Donphan,ground,
Doublade,steel,ghost
Doublade,steel,ghost
Dragalge,poison,dragon
Dragalge,poison,dragon
Dragonair,dragon,
Dragonair,dragon,
Dragonair,dragon,
Dragonair,dragon,
Dragonair,dragon,
Dragonair,dragon,
Dragonair,dragon,
Dragonair,dragon,
Dragonair,dragon,
Dragonair,dragon,
Dragonair,dragon,
Dragonite,dragon,flying
Dragonite,dragon,flying
Dragonite,dragon,flying
Dragonite,dragon,flying
Dragonite,dragon,flying
Dragonite,dragon,flying
Dragonite,dragon,flying
Dragonite,dragon,flying
Dragonite,dragon,flying
Dragonite,dragon,flying
Dragonite,dragon,flying
Dragonite,dragon,flying
Dragonite,dragon,flying
Dragonite,dragon,flying
Drampa,normal,dragon
Drampa,normal,dragon
Drampa,normal,dragon
Drampa,normal,dragon
Drapion,poison,dark
Drapion,poison,dark
Drapion,poison,dark
Drapion,poison,dark
Drapion,poison,dark
Dratini,dragon,
Dratini,dragon,
Dratini,dragon,
Dratini,dragon,
Dratini,dragon,
Dratini,dragon,
Dratini,dragon,
Dratini,dragon,
Dratini,dragon,
Dratini,dragon,
Drifblim,ghost,flying
Drifblim,ghost,flying
Drifblim,ghost,flying
Drifblim,ghost,flying
Drifblim,ghost,flying
Drifblim,ghost,flying
Drifblim,ghost,flying
Drifblim,ghost,flying
Drifloon,ghost,flying
Drifloon,ghost,flying
Drifloon,ghost,flying
Drifloon,ghost,flying
Drifloon,ghost,flying
Drifloon,ghost,flying
Drifloon,ghost,flying
Drifloon,ghost,flying
Drifloon,ghost,flying
Drilbur,ground,
Drilbur,ground,
Drilbur,ground,
Drowzee,psychic,
Drowzee,psychic,
Drowzee,psychic,
Drowzee,psychic,
Drowzee,psychic,
Drowzee,psychic,
Drowzee,psychic,
Drowzee,psychic,
Drowzee,psychic,
Drowzee,psychic,
Druddigon,dragon,
Druddigon,dragon,
Ducklett,water,flying
Ducklett,water,flying
Dugtrio,ground,
